rowid,univid,profDept,profRatings,profAvg,profEasy,profId
2149,825,Engineering,5,4.6,2.2,626367
2150,825,Writing,5,3.6,4.2,1275984
2151,825,"Judaic Studies",5,2.6,1.6,1275510
2152,825,Engineering,5,1.8,2.6,619695
2153,825,Accounting,5,2.8,1.2,1517214
2154,825,English,5,1.3,1.4,769665
2155,825,"Political Science",4,4.5,4,1117758
2156,825,Biology,4,2.1,3,598920
2157,825,Mathematics,4,4.8,4,1111140
2158,825,Physics,4,4.6,2.8,388989
2159,825,Classics,4,3.8,3,1130851
2160,825,English,4,4.2,3.2,606010
2161,825,Chemistry,4,3.5,4,1741856
2162,825,History,4,4.2,3.8,1535889
2163,825,Biology,4,4.9,4.2,786886
2164,825,Engineering,4,5,4,836538
2165,825,"Social Work",4,5,4,1390009
2166,825,Psychology,4,3,2.8,485225
2167,825,Sociology,4,4.8,3.2,897529
2168,825,"Health Science",4,5,4.8,560355
2169,825,Linguistics,4,1.5,1.8,1691563
2170,825,Engineering,4,4,3,1000117
2171,825,English,4,3.9,4,1618806
2172,825,"Urban Studies",4,4.4,3.8,887662
2173,825,Mathematics,4,4.8,3.5,1399685
2174,825,"Political Science",4,4.2,4.2,1342470
2175,825,Philosophy,4,4.6,4.2,985648
2176,825,"Fine Arts",4,4.5,2.8,211140
2177,825,Business,4,1.8,3.8,398956
2178,825,Russian,4,3.1,2.8,491608
2179,825,Education,4,4.2,4.5,402970
2180,825,Music,4,3.4,2.5,59937
2181,825,Education,4,3.8,2.5,1342258
2182,825,Music,4,4.8,2.5,125783
2183,825,Communication,4,3.1,2.5,1714156
2184,825,Theater,4,1.5,3.8,556823
2185,825,Spanish,4,3.4,3.5,1248841
2186,825,"Urban Studies",4,5,3.2,742053
2187,825,Education,4,3.2,2.8,1289629
2188,825,Engineering,4,3.1,3.8,841515
2189,825,Nursing,4,3.8,2.2,1234808
2190,825,Mathematics,4,3.5,3.2,457661
2191,825,"Labor Studies",4,4.4,4,1435130
2192,825,Music,4,2.9,3.5,1719072
2193,825,Psychology,4,3.6,3,201776
2194,825,Music,4,2.1,3,609775
2195,825,Education,4,5,2.2,471588
2196,825,Communication,4,3.2,3.2,641502
2197,825,Engineering,4,2.9,2.8,1084093
2198,825,"Computer Science",4,3.6,3.2,493905
2199,825,Biology,4,3,2.8,556837
2200,825,Mathematics,4,4.2,4.2,342432
2201,825,"Computer Science",4,4.1,2.2,793249
2202,825,Engineering,4,3.5,2.2,628542
2203,825,Statistics,4,2.6,3,1245052
2204,825,"Urban Studies",4,4,3,712019
2205,825,English,4,4.5,4,1255392
2206,825,Psychology,4,3.2,2.5,446101
2207,825,Psychology,4,4.6,4.5,642996
2208,825,Languages,4,4.9,4.8,309252
2209,825,Biology,4,5,3.5,1449985
2210,825,Psychology,4,4.5,4,1026888
2211,825,Biology,4,5,4.8,897880
2212,825,Economics,4,2,2,1703386
2213,825,Mathematics,4,2.4,2.8,798702
2214,825,"Labor Studies",4,3.9,3,1696751
2215,825,English,4,3,3,557684
2216,825,Religion,4,2.4,4,540663
2217,825,French,4,4,4.8,947755
2218,825,"Exercise & Sport Science",4,4.9,4.2,1290494
2219,825,"Information Technology",4,4.1,4.8,1700819
2220,825,English,4,1.4,1.5,1055974
2221,825,History,4,3.2,2.8,875947
2222,825,English,4,4.6,3,1058107
2223,825,Languages,4,4.8,4.8,391806
2224,825,History,4,3.1,3.5,691597
2225,825,"Labor Studies",4,4.9,5,861745
2226,825,"Fine Arts",4,3.5,3.5,729830
2227,825,Economics,4,2.4,1.8,1818972
2228,825,"Social Work",4,3.5,2.5,1026654
2229,825,Physics,4,4.8,3.5,339440
2230,825,History,4,4.4,4.2,455656
2231,825,"Comparative Literature",4,2.9,2,1138984
2232,825,History,4,3.2,3.2,1518248
2233,825,Italian,4,5,4.8,1562775
2234,825,Economics,4,1.9,4,430929
2235,825,Music,4,4.2,3.8,577825
2236,825,Writing,4,3.6,2.8,462554
2237,825,Languages,4,5,3.8,80167
2238,825,English,4,4.9,3.8,927009
2239,825,"Political Science",4,4.2,3.2,1708475
2240,825,Communication,4,4.6,4,1383505
2241,825,Languages,4,2.9,3.8,1356049
2242,825,"Physics & Astronomy",4,3.2,2.5,1335977
2243,825,"Computer Science",4,4.2,3.5,759132
2244,825,Languages,4,5,4.2,246499
2245,825,English,4,2.9,2,589117
2246,825,Engineering,4,2.6,2.5,588202
2247,825,"Social Work",4,4.6,3.2,1259583
2248,825,Classics,4,4,3.2,287604
2249,825,Chinese,4,4.9,4.2,803501
2250,825,Statistics,4,1.5,1.5,1514525
2251,825,History,4,4.6,3,1398038
2252,825,Finance,4,3.4,4.8,1392383
2253,825,Science,4,4.5,4.5,620950
2254,825,Music,4,4.2,4.2,591736
2255,825,Religion,4,2.4,1.8,1416563
2256,825,"Music Education",4,4,2.8,1202729
2257,825,Writing,4,2.8,2.8,1315986
2258,825,Sociology,4,4,2.2,1620895
2259,825,"Urban Studies",4,1.9,2.2,636292
2260,825,"Information Science",4,2,1.5,1137319
2261,825,Zoology,4,1.8,4,1356159
2262,825,"Not Specified",4,3.9,3.5,1475535
2263,825,"Urban Studies",4,4.6,3.5,1244056
2264,825,Biology,4,2.8,3.5,339968
2265,825,Photography,4,3.4,2.8,1547723
2266,825,Chemistry,4,4.6,3.5,1137208
2267,825,Physics,4,4.5,3.5,816921
2268,825,English,4,4.1,4,1723565
2269,825,Economics,4,2.5,2.5,1716259
2270,825,Medicine,4,1.5,1.2,460862
2271,825,English,4,4.1,4,366406
2272,825,Languages,4,3,3,1032589
2273,825,Geography,4,4.2,3.5,1227128
2274,825,Economics,4,1.4,1.2,1755141
2275,825,Mathematics,4,3,3.8,1352126
2276,825,Mathematics,4,3.1,2.5,1671122
2277,825,"Art History",4,4.9,4.5,773150
2278,825,Geography,4,4,3.2,162236
2279,825,Languages,4,4.4,4,490122
2280,825,Nursing,4,3.6,3.5,1675801
2281,825,Philosophy,4,1.1,1.5,1260310
2282,825,English,4,2.2,3,1083252
2283,825,Sociology,4,4.1,3.8,244163
2284,825,"Labor Studies",4,3.6,4.5,861746
2285,825,English,4,4.4,2.2,299997
2286,825,Business,4,2.4,3.2,1779600
2287,825,German,4,4.1,2.2,1533078
2288,825,Mathematics,4,3.1,3.8,544490
2289,825,Physics,4,5,3.2,460958
2290,825,"Labor Studies",4,3.6,4.2,875303
2291,825,"Social Work",4,4.2,4.5,967826
2292,825,Sociology,4,4.8,4.8,939600
2293,825,"Political Science",4,3.5,3.8,544441
2294,825,History,4,4.8,2.8,453197
2295,825,Mathematics,4,3.2,3.8,1820834
2296,825,"Library & Information Science",4,3.1,4,1714181
2297,825,Chemistry,4,2,1.2,269667
2298,825,Writing,4,4.5,2.8,973833
2299,825,Anthropology,4,5,4,1756027
2300,825,Engineering,4,4.2,3,799786
2301,825,Languages,4,4.9,3.5,518518
2302,825,Economics,4,3.8,4.2,856796
2303,825,Journalism,4,4.8,4.2,744407
2304,825,Finance,4,1.1,1,431036
2305,825,Statistics,4,4.2,4.8,706139
2306,825,Music,4,1.9,3,569163
2307,825,Accounting,4,4.4,2,615368
2308,825,Anthropology,4,3.9,3.5,1293703
2309,825,Science,4,3.8,3.8,340602
2310,825,"Labor Studies",4,1.8,3,1314575
2311,825,"Exercise & Sport Science",4,4,4,1290493
2312,825,Education,4,4.4,2,342044
2313,825,"Comparative Literature",4,4.6,3.2,1275962
2314,825,"Labor Studies",4,3.9,3.2,913241
2315,825,"Social Work",4,5,4,1383133
2316,825,Biology,4,4,3.2,479360
2317,825,"Animal Science",4,4.8,4.8,426570
2318,825,Philosophy,4,4.2,2.2,215900
2319,825,Mathematics,4,3.1,3.5,513526
2320,825,Philosophy,4,3.5,3.5,458806
2321,825,Engineering,4,5,4.5,1052479
2322,825,"Computer Science",4,2,3.8,956435
2323,825,Business,4,4.4,2,800380
2324,825,English,4,2.6,3.2,366409
2325,825,"Art & Design",4,3.2,3.5,1078932
2326,825,History,4,1.8,1,1767551
2327,825,"Political Science",4,5,4.8,939515
2328,825,History,4,5,3.2,1340448
2329,825,"Computer Science",4,5,3.8,681148
2330,825,"Labor Studies",4,3,3,1723589
2331,825,Anthropology,4,4.4,4,247730
2332,825,Anthropology,4,3.9,4,783456
2333,825,Nursing,4,2.6,3.8,401030
2334,825,"Bioinformatics & Molecular Bio",4,4.8,2.5,654234
2335,825,Journalism,4,4.4,2.2,1284159
2336,825,Spanish,4,3.1,2.5,1378586
2337,825,English,4,2.1,2,87498
2338,825,"Social Work",4,3.1,3,581858
2339,825,"Library & Information Science",4,3.5,4.5,1363103
2340,825,Business,4,3.6,1.5,753673
2341,825,"Social Work",4,4.2,2.8,1243457
2342,825,Mathematics,4,2.1,2.8,1806174
2343,825,English,4,4.6,4.5,1673503
2344,825,Genetics,4,1.4,1.8,1625268
2345,825,Japanese,4,3.4,3.8,1248675
2346,825,"Physics & Astronomy",4,3.4,1.2,1138367
2347,825,Nursing,4,2.9,1.5,1515730
2348,825,Education,4,3,3.8,949091
2349,825,Economics,4,3.9,1.5,1470015
2350,825,Religion,4,4.9,4.8,755716
2351,825,Mathematics,4,3.9,4,1821734
2352,825,Marketing,4,1.1,2.2,1812257
2353,825,"Computer Science",4,4.8,3.2,1234485
2354,825,"Social Work",4,4,3.8,890601
2355,825,Sociology,4,3.1,2,1004809
2356,825,History,4,5,3.2,679385
2357,825,German,4,4.5,2,1812266
2358,825,Finance,4,2.1,2,799877
2359,825,Physics,4,4.9,4.8,1178816
2360,825,"Social Work",4,2.6,2.8,1789722
2361,825,Engineering,4,5,2,1026925
2362,825,Mathematics,4,5,4,806490
2363,825,Engineering,4,3.6,4.8,404262
2364,825,Sociology,4,5,5,1608087
2365,825,English,4,4.1,3.2,1102466
2366,825,"Not Specified",4,4.8,4,991161
2367,825,English,4,4.9,2,1621353
2368,825,"Judaic Studies",4,5,3,1031766
2369,825,"Political Science",4,4.9,3.5,1519336
2370,825,Geography,4,2.9,2,737149
2371,825,"Cell Biology & Neuroanatomy",4,4.1,1.5,1046014
2372,825,History,4,5,3.2,341573
2373,825,English,4,4.1,3.2,752983
2374,825,Law,4,2,1.2,129055
2375,825,Languages,4,4.9,3.2,1673925
2376,825,English,4,4.2,2.8,388684
2377,825,"Social Work",4,4,3.2,904276
2378,825,Classics,4,4.9,4,1133891
2379,825,Biology,4,4,3.5,1292472
2380,825,"Social Work",4,3,2,786356
2381,825,"Not Specified",4,5,3.2,24337
2382,825,Dance,4,2.2,2.2,1017149
2383,825,"Computer Science",4,4.4,4.2,1793411
2384,825,"Criminal Justice",4,5,4.2,1814136
2385,825,English,4,2.9,2.2,1178009
2386,825,English,4,3.4,2.8,1607398
2387,825,Physics,4,4.8,4.5,390269
2388,825,History,4,2.6,3.5,1708249
2389,825,Geography,4,3.6,2.5,345926
2390,825,Philosophy,4,4.6,4,1137852
2391,825,History,4,5,3.5,505360
2392,825,Biology,4,2.8,2,607516
2393,825,History,4,3.9,2.8,760388
2394,825,French,4,3.2,3,1036465
2395,825,Economics,4,4.2,3.8,1613468
2396,825,Engineering,4,4.4,2.5,1536029
2397,825,Microbiology,4,2.6,3.2,939343
2398,825,Marketing,4,4.2,4.5,1472828
2399,825,"Computer Science",4,4.6,3.2,1734687
2400,825,Communication,4,3.9,3.8,1795528
2401,825,Mathematics,4,3.6,3,1150745
2402,825,English,4,4.4,3.8,987286
2403,825,Mathematics,4,4.1,3.5,1158073
2404,825,Engineering,4,4.6,4.5,804371
2405,825,"Social Science",4,4.5,2.5,352230
2406,825,Science,4,4.1,3.8,779512
2407,825,"American Studies",4,4.1,3.8,1592388
2408,825,Accounting,4,5,4,251478
2409,825,"Political Science",4,2,2,1031806
2410,825,"African Studies",4,4.1,4.8,1515973
2411,825,Science,4,5,4,472920
2412,825,History,4,1.5,2.2,777313
2413,825,Psychology,4,4.1,3.5,1260033
2414,825,"Public Health",4,1.6,1.8,501563
2415,825,English,4,3,1.5,1369530
2416,825,English,4,1.9,1.8,543047
2417,825,Engineering,4,2.1,1.8,986554
2418,825,Chemistry,4,4.4,3.2,1655953
2419,825,Physics,4,3.2,3,794381
2420,825,Languages,4,3,2,386397
2421,825,Communication,4,4.8,4.5,1276212
2422,825,History,4,4.8,4,453282
2423,825,Education,4,4.2,4.2,1811832
2424,825,"Library & Information Science",4,4,4.2,1727583
2425,825,"Computer Science",4,2.2,3.5,773164
2426,825,Biology,4,4,3.2,458886
2427,825,Accounting,4,3,3.2,1786815
2428,825,English,3,4.3,3,1444812
2429,825,"Political Science",3,4.2,4,862892
2430,825,Business,3,2.8,3,685433
2431,825,Communication,3,2.7,4.3,1450371
2432,825,Statistics,3,1.5,2.7,1765406
2433,825,Sociology,3,4.3,4,434893
2434,825,Medicine,3,4.8,4.3,8542
2435,825,"Not Specified",3,3.8,4,1534236
2436,825,Engineering,3,2.8,4.7,564893
2437,825,English,3,5,3,1467133
2438,825,"Creative Writing",3,3.3,3.7,1062150
2439,825,English,3,2.8,2.3,1284106
2440,825,Anthropology,3,4.2,2.7,846421
2441,825,"Social Work",3,3.5,5,1026643
2442,825,Education,3,4.8,2.7,615363
2443,825,"Social Work",3,2.5,2,1026648
2444,825,Mathematics,3,4.8,4.7,942408
2445,825,Education,3,4.8,4,496000
2446,825,Italian,3,4.2,3.3,970995
2447,825,Mathematics,3,5,2.7,1164480
2448,825,English,3,3.5,3,1072647
2449,825,Psychology,3,4.7,3.3,449245
2450,825,Mathematics,3,3.5,3.3,1078946
2451,825,"Political Science",3,3.2,3,872112
2452,825,Mathematics,3,5,5,801720
2453,825,"Asian Studies",3,4.7,3.3,1224391
2454,825,"Animal Science",3,4.7,4.7,902142
2455,825,Geography,3,2.3,2.7,985219
2456,825,English,3,4.5,3.7,1098764
2457,825,"Graphic Arts",3,2.7,4,708062
2458,825,English,3,3.8,3.7,1769694
2459,825,"Art History",3,4.7,4.3,757544
2460,825,Mathematics,3,4.2,4.3,1032077
2461,825,English,3,3,1.7,1483372
2462,825,"Political Science",3,3.5,2,388274
2463,825,Management,3,3.7,2.7,1774641
2464,825,Meteorology,3,4.3,3.7,967145
2465,825,Psychology,3,3,2,871999
2466,825,French,3,3.5,3.3,1660626
2467,825,Engineering,3,4.5,3.7,894324
2468,825,Medicine,3,1.8,2.7,8545
2469,825,Philosophy,3,3.5,4,794478
2470,825,Engineering,3,5,4.7,783428
2471,825,Music,3,5,3.3,1119653
2472,825,Nursing,3,3,1.3,1124673
2473,825,English,3,5,3,798096
2474,825,Science,3,5,3.7,165232
2475,825,Mathematics,3,1,2.3,1684484
2476,825,Anthropology,3,2.3,4.3,952125
2477,825,English,3,4.7,3,293683
2478,825,Religion,3,5,5,1837647
2479,825,English,3,3.8,3,1210225
2480,825,Economics,3,2.7,3.7,949497
2481,825,Languages,3,3.7,2.7,172425
2482,825,"Public Health",3,3.5,3.3,887659
2483,825,"Social Work",3,4.8,4.7,984225
2484,825,Writing,3,3,4,1026500
2485,825,Education,3,3.8,3.7,1209076
2486,825,"Fine Arts",3,3.3,3,337517
2487,825,English,3,4.8,5,1286709
2488,825,Communication,3,5,4.3,676161
2489,825,Education,3,2.7,2.7,789298
2490,825,Communication,3,4.3,5,1443788
2491,825,English,3,4.8,3,1615538
2492,825,"Social Work",3,2.2,3,1041621
2493,825,Italian,3,5,3,1330298
2494,825,English,3,2.5,3.3,799962
2495,825,English,3,5,4.3,1055742
2496,825,Finance,3,4,2.3,1551734
2497,825,"Not Specified",3,5,4,1495395
2498,825,Writing,3,3.8,2.3,1379733
2499,825,Mathematics,3,1,2,1584170
2500,825,Physics,3,4,4.3,1098835
2501,825,Music,3,3.5,3,705346
2502,825,"Political Science",3,4.2,4.3,340800
2503,825,Chemistry,3,4,1.7,1246802
2504,825,Anthropology,3,4.7,2.7,941352
2505,825,French,3,2.3,3,1082351
2506,825,Finance,3,1.5,1,1404415
2507,825,History,3,1.8,1.7,839238
2508,825,Agriculture,3,4.7,3.3,1076804
2509,825,Anthropology,3,4.2,4,1806921
2510,825,Statistics,3,3.2,1.7,1120593
2511,825,Writing,3,2.7,2.7,864536
2512,825,"Environmental Science",3,3,2.3,1282667
2513,825,Chemistry,3,4,4.3,603753
2514,825,Sociology,3,4.2,4.3,1814655
2515,825,"Political Science",3,3.8,2,1412979
2516,825,English,3,2.2,1.7,1346689
2517,825,Communication,3,3.5,3.7,1595468
2518,825,"Computer Science",3,2.7,3.7,1580828
2519,825,Communication,3,4.3,3.7,1567775
2520,825,English,3,1.3,1.3,1682046
2521,825,Psychology,3,4.8,3.3,1650307
2522,825,Chemistry,3,3,3.3,603757
2523,825,Music,3,3.8,3,1496014
2524,825,English,3,4,4,976594
2525,825,Anthropology,3,4.5,4,1755044
2526,825,English,3,1.2,1,1097532
2527,825,English,3,4.7,3.7,494644
2528,825,Humanities,3,4.8,5,1795097
2529,825,English,3,5,2.7,1835773
2530,825,Writing,3,2.7,3,755715
2531,825,English,3,4.8,2,939723
2532,825,Mathematics,3,5,3.7,1735208
2533,825,Korean,3,3.2,2.3,918911
2534,825,English,3,5,2,1395896
2535,825,Biology,3,4.7,4.3,768029
2536,825,Music,3,4,3.7,395434
2537,825,"Labor Studies",3,4,4,1793899
2538,825,Linguistics,3,4,3,1235333
2539,825,Dance,3,2.8,3.7,1248383
2540,825,English,3,3.3,3.7,1402028
2541,825,Sociology,3,4.8,3.3,621456
2542,825,"Fine Arts",3,4.7,4,702924
2543,825,History,3,4,4,1358379
2544,825,Economics,3,2.3,2.3,618378
2545,825,Geology,3,2.5,3.7,1564807
2546,825,Engineering,3,5,3,647366
2547,825,"Comparative Literature",3,4.8,3.3,1838402
2548,825,Economics,3,2.5,2.7,1687098
2549,825,Italian,3,4.5,4,769311
2550,825,Psychology,3,4.5,3,1067599
2551,825,Design,3,4.7,3.3,275101
2552,825,French,3,4,2.7,922728
2553,825,Spanish,3,5,4.7,1588409
2554,825,"Information Science",3,3.7,2.3,1577855
2555,825,"Environmental Science",3,2.3,2.7,951373
2556,825,Writing,3,4.3,3,1673389
2557,825,Engineering,3,3.8,2,1753952
2558,825,Economics,3,3.8,2,645560
2559,825,English,3,5,3.3,1779557
2560,825,"Political Science",3,3.7,3,1788492
2561,825,Physics,3,3.5,2.7,876284
2562,825,"Social Work",3,2,4.7,1692891
2563,825,Sociology,3,5,4.3,1307306
2564,825,Sociology,3,4.7,3.7,1299427
2565,825,"Labor Studies",3,3.2,2.7,847280
2566,825,Engineering,3,2.3,2.7,225073
2567,825,"Art History",3,3,2.7,1173506
2568,825,Geology,3,4.5,3.3,1549549
2569,825,Agriculture,3,4.2,2.7,825967
2570,825,English,3,3.8,1.7,1286170
2571,825,Philosophy,3,2.8,2.7,732876
2572,825,Mathematics,3,4.8,4,1463063
2573,825,"African Studies",3,1.3,4.3,1131286
2574,825,Literature,3,5,3.7,1563737
2575,825,"Criminal Justice",3,4.7,4.3,1712547
2576,825,English,3,2.2,2.3,1566626
2577,825,Mathematics,3,4.8,3.7,653966
2578,825,Geology,3,4.5,4.7,1220988
2579,825,Writing,3,5,4.7,1740502
2580,825,"Information Science",3,3.5,4,1487170
2581,825,German,3,5,4.3,1261381
2582,825,Mathematics,3,4.3,4.7,1678675
2583,825,Engineering,3,4.8,5,579239
2584,825,Education,3,4,5,515889
2585,825,Linguistics,3,2.7,2.7,1822944
2586,825,"Fine Arts",3,2.5,4.3,402417
2587,825,Japanese,3,5,4,1107054
2588,825,Nutrition,3,3.3,3.7,1367381
2589,825,Psychology,3,5,2,1441563
2590,825,Engineering,3,4.7,4.7,240640
2591,825,Chemistry,3,3.5,3,407500
2592,825,Biology,3,4.7,3,630613
2593,825,Film,3,4.2,4.7,1579633
2594,825,"Social Work",3,4.2,4.3,1026653
2595,825,"Labor Studies",3,5,4.7,1348833
2596,825,English,3,5,4.7,1838262
2597,825,Writing,3,3,2,1359272
2598,825,Chemistry,3,4,3,1068284
2599,825,Engineering,3,2.7,4,1560601
2600,825,"Social Work",3,2.7,2.7,918201
2601,825,"Political Science",3,3.2,2.7,1587319
2602,825,Mathematics,3,3.5,3,806131
2603,825,Communication,3,5,4,1802022
2604,825,Mathematics,3,1.2,1.7,914954
2605,825,Statistics,3,4,4.7,1100173
2606,825,Chinese,3,2.5,1.7,794545
2607,825,Chinese,3,4.3,3,1185488
2608,825,"Library Science",3,3.8,4,777225
2609,825,Education,3,2.2,3.3,513644
2610,825,Physics,3,5,4,1676093
2611,825,History,3,1.8,2.3,1284875
2612,825,History,3,3,1,1248147
2613,825,Microbiology,3,4.2,3.7,1427420
2614,825,Music,3,4.8,2.7,585843
2615,825,English,3,2.8,2,1768584
2616,825,Journalism,3,1.2,2.7,837031
2617,825,Languages,3,3.2,2.7,650953
2618,825,Communication,3,3.8,4.3,1499540
2619,825,Pharmacy,3,1.2,1.3,1435469
2620,825,"Labor Studies",3,3,2.3,941199
2621,825,History,3,2.5,2,1716040
2622,825,Mathematics,3,4,3.7,1141234
2623,825,"Labor Studies",3,5,5,1506263
2624,825,English,3,4.8,4,1768982
2625,825,"Fine Arts",3,3.5,2.7,228901
2626,825,Mathematics,3,3.8,3.7,989010
2627,825,Physics,3,2.2,3,599358
2628,825,"Labor Studies",3,5,4.7,1814413
2629,825,"Health Science",3,2.2,1.7,606583
2630,825,Statistics,3,4.2,3,1470345
2631,825,Physics,3,4,4.7,1795909
2632,825,"Social Work",3,2.3,1.7,1235805
2633,825,Economics,3,3,2.3,298900
2634,825,English,3,3.7,2.3,1365189
2635,825,Literature,3,3.3,4,1733589
2636,825,Arabic,3,4.7,3.3,1342970
2637,825,"Art History",3,2.7,2.3,1780676
2638,825,"Information Science",3,4.7,3.3,1487176
2639,825,"Not Specified",3,4.8,5,697448
2640,825,"Art History",3,4.3,3,1204911
2641,825,Psychology,3,3.7,3.7,312816
2642,825,History,3,4.7,4.7,657710
2643,825,"Labor Studies",3,4.7,4.3,1288373
2644,825,English,3,3.7,2.3,1361750
2645,825,Engineering,3,1.8,1,1753951
2646,825,"Environmental Science",3,5,4.7,1250321
2647,825,Journalism,3,1.2,3.3,1231879
2648,825,Business,3,5,4.7,1591229
2649,825,Writing,3,4.3,2,737012
2650,825,"Exercise & Sport Science",3,3.3,4,1746157
2651,825,Film,3,5,5,1814030
2652,825,English,3,4.7,3.3,605889
2653,825,Religion,3,2,2,1644671
2654,825,English,3,5,3.7,425177
2655,825,Bioengineering,3,4.8,3.7,1785751
2656,825,"Political Science",3,5,3.3,1179201
2657,825,"Social Work",3,4.7,3,1082341
2658,825,English,3,4.5,2.7,756706
2659,825,Science,3,4.3,2.3,370086
2660,825,"Not Specified",3,4.3,4.3,1668892
2661,825,Management,3,4.8,3,1816550
2662,825,Sociology,3,5,4.3,1591541
2663,825,History,3,2.3,2.3,1783823
2664,825,Communication,3,1.3,1.3,1845346
2665,825,Languages,3,4.8,3.7,593330
2666,825,English,3,4.3,3,1241874
2667,825,Science,3,2.7,2.7,108354
2668,825,"Computer Science",3,4.3,4.3,981485
2669,825,Psychology,3,5,4.3,203383
2670,825,Music,3,5,2.7,395453
2671,825,Biology,3,4.7,4,1517161
2672,825,Music,3,5,5,845847
2673,825,Communication,3,4.7,3.3,1160319
2674,825,Mathematics,3,4.5,5,1416088
2675,825,"Art History",3,4.8,3.3,1093268
2676,825,Psychology,3,4.5,3.7,1007080
2677,825,History,3,2.7,3,282164
2678,825,English,3,1.2,1,1837778
2679,825,English,3,3.5,4,1359700
2680,825,"Computer Science",3,3.8,3.3,2251
2681,825,Mathematics,3,4.8,3.7,1818926
2682,825,"Ecology & Evolutionary Biology",3,4.3,1,876063
2683,825,"Labor Studies",3,5,3,905343
2684,825,Mathematics,3,2,2,706601
2685,825,History,3,4.3,3.7,243666
2686,825,English,3,4.5,2.3,1100769
2687,825,"Computer Science",3,2.3,4,575199
2688,825,Mathematics,3,4.5,4.7,1313108
2689,825,Economics,3,4.2,4,1835647
2690,825,Philosophy,3,3.3,3.7,1724488
2691,825,Mathematics,3,4,3,96746
2692,825,"Art History",3,4.2,2,993160
2693,825,Biology,3,4.3,4.3,833598
2694,825,"Information Science",3,3.7,3.3,1612986
2695,825,Spanish,3,4.8,4.7,1794007
2696,825,"Art History",3,4.7,3,983573
2697,825,English,3,4.5,2.7,1222625
2698,825,Education,3,3.7,3,910865
2699,825,Philosophy,3,5,3.3,1624692
2700,825,Psychology,3,2.2,2.3,447581
2701,825,Geology,3,5,4,948871
2702,825,"Political Science",3,4.3,3,1285874
2703,825,Economics,3,2.8,3.3,1788056
2704,825,Music,3,5,1.7,151063
2705,825,Philosophy,3,5,3.7,981326
2706,825,Engineering,3,3.3,3.3,1824600
2707,825,English,3,4.8,3.3,1218659
2708,825,Mathematics,3,4,4.7,824192
2709,825,Genetics,3,5,5,1553825
2710,825,Engineering,3,2,3.7,795894
2711,825,History,3,3,1.3,1737491
2712,825,Engineering,3,3.3,3,1753953
2713,825,Accounting,3,4.8,4,1548009
2714,825,"Judaic Studies",3,1.5,1.7,916080
2715,825,"Political Science",3,5,5,1789278
2716,825,Writing,3,2.3,2.3,558371
2717,825,"Ecology & Evolutionary Biology",2,5,5,1735423
2718,825,English,2,5,3,997889
2719,825,History,2,1.5,3,1795522
2720,825,Spanish,2,3.2,3.5,1052000
2721,825,"Social Work",2,4.2,4.5,1047939
2722,825,Business,2,5,4.5,1712586
2723,825,English,2,4.8,4,1139966
2724,825,Economics,2,5,3.5,1800788
2725,825,Psychology,2,5,4.5,1675136
2726,825,Philosophy,2,2.8,2.5,1236058
2727,825,English,2,2.8,1,1222940
2728,825,Physics,2,4.5,4,641000
2729,825,"Labor Studies",2,3.5,3.5,808846
2730,825,Education,2,3.5,2.5,304372
2731,825,Sociology,2,4.5,3.5,1487183
2732,825,Philosophy,2,4.8,4,1109193
2733,825,Science,2,2.5,1,1268585
2734,825,Biology,2,4.2,4.5,1044920
2735,825,"Computer Science",2,4.2,4.5,953898
2736,825,Education,2,4.5,4,992672
2737,825,"Urban Studies",2,3.2,4,626088
2738,825,"Social Work",2,4.5,3.5,1810998
2739,825,Agriculture,2,1.8,3,421680
2740,825,"Public Health",2,4.5,5,1820314
2741,825,Italian,2,3.5,2.5,1562773
2742,825,"Fine Arts",2,5,5,1743521
2743,825,Mathematics,2,4.8,4,1679982
2744,825,Russian,2,4.2,5,924022
2745,825,Engineering,2,3.2,3,1353008
2746,825,"Social Work",2,3.2,4,1685637
2747,825,Agriculture,2,4.2,1.5,1162000
2748,825,English,2,4.2,3.5,1685190
2749,825,English,2,4.2,5,1207724
2750,825,English,2,2.5,1,1275597
2751,825,Education,2,5,5,1712648
2752,825,English,2,5,3.5,1716503
2753,825,"Social Work",2,4.8,3,1230680
2754,825,Spanish,2,4.8,4,1046658
2755,825,Philosophy,2,4.8,3.5,1803067
2756,825,"Social Work",2,5,3.5,1716676
2757,825,History,2,5,3.5,707583
2758,825,Communication,2,1,1,1843028
2759,825,"Fine Arts",2,4.2,5,729834
2760,825,"Computer Science",2,4,4.5,600296
2761,825,"Ecology & Evolutionary Biology",2,5,4,544793
2762,825,Engineering,2,4.5,4,697111
2763,825,Marketing,2,4,3,851437
2764,825,Biology,2,1,1,1013029
2765,825,French,2,4.2,3.5,1392006
2766,825,Engineering,2,3.2,4,1338839
2767,825,Physics,2,2.5,2.5,603745
2768,825,Italian,2,5,4.5,1530646
2769,825,"Environmental Science",2,1.8,2.5,1250904
2770,825,History,2,5,3.5,1686249
2771,825,Finance,2,2.8,3.5,918069
2772,825,Korean,2,4.2,4.5,1751929
2773,825,"Computer Science",2,5,3,1326068
2774,825,Journalism,2,1.5,2,707074
2775,825,French,2,3.8,3,1388516
2776,825,Spanish,2,3.8,3.5,1411668
2777,825,Biochemistry,2,3.2,3,1399663
